seed,scenario,level,label_amplitude,epsilon,method,alpha,kappa_x,kappa_y,scale,rmse_all,rmse_plausible,mae_plausible,r2_plausible,median_relative_error_plausible,prediction_drift_rmse,prediction_drift_p95,coefficient_drift_l2,mean_geom_weight,fraction_geom_clipped,mean_resid_weight,fraction_resid_clipped,mean_corrupt_geom_weight,mean_corrupt_resid_weight,mean_corrupt_combined_weight,irls_iterations,delta_rmse_plausible,delta_rmse_all
1202,realistic_cells,1.0,,0.05,huber,0.31622776601683794,3.676402589769803,2.0,0.17301866916416356,0.25437004166083327,0.25437004166083327,0.17996283210346856,0.7452298938758621,0.1328870894988291,0.02291131853444617,0.044934914930656156,0.23659366105470864,1.0,0.0,0.9856894176711114,0.047396856581532414,1.0,0.8167788319757258,0.8167788319757258,7,0.0012967108235283908,0.0012967108235283908
1202,realistic_cells,1.0,,0.05,geometry,0.31622776601683794,3.676402589769803,2.0,0.17301866916416356,0.25728586298081174,0.25728586298081174,0.18390045401167798,0.7393556030586368,0.13805670342306264,0.04169211969497981,0.08364631050496385,0.4787181439169984,0.9549323188917397,0.11394891944990176,1.0,0.0,0.3395894003186659,1.0,0.3395894003186659,1,0.004557973944439742,0.004557973944439742
1202,realistic_cells,1.0,,0.05,bgr,0.31622776601683794,3.676402589769803,2.0,0.17301866916416356,0.2551427527754001,0.2551427527754001,0.1808667875059007,0.7436796900692908,0.13444898165373398,0.03701476818858111,0.0721967709149327,0.35031074497146875,0.9549323188917397,0.11394891944990176,0.9801894088255924,0.05451866404715128,0.3395894003186659,0.5627591578268406,0.2163287418212949,7,0.0021497615323685104,0.0021497615323685104
1303,nominal_raw,0.0,,0.0,ridge,0.001,4.526603196808532,2.0,0.16994263832051426,0.27084742291362746,0.27084742291362746,0.18550272006396115,0.7164294010182514,0.13670469661470452,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1,0.0,0.0
1303,nominal_raw,0.0,,0.0,huber,0.001,4.526603196808532,2.0,0.16994263832051426,0.27111736188582664,0.27111736188582664,0.1846869980210366,0.7158638803999176,0.1394851125224198,0.0,0.0,0.0,1.0,0.0,0.9878982663117895,0.040981708728872426,,,,8,0.0,0.0
1303,nominal_raw,0.0,,0.0,geometry,0.001,4.526603196808532,2.0,0.16994263832051426,0.27075230725566285,0.27075230725566285,0.18503563580996418,0.7166285335617636,0.134586089079329,0.0,0.0,0.0,0.9950446142646375,0.05649455892567724,1.0,0.0,,,,1,0.0,0.0
1303,nominal_raw,0.0,,0.0,bgr,0.001,4.526603196808532,2.0,0.16994263832051426,0.2706646687468612,0.2706646687468612,0.18436287236544088,0.7168119501595204,0.13600531183685627,0.0,0.0,0.0,0.9950446142646375,0.05649455892567724,0.9878873373837935,0.04144477888400093,,,,8,0.0,0.0
1303,vertical_amplitude,4.0,,0.05,ridge,0.001,4.526603196808532,2.0,0.16994263832051426,0.3170514238132528,0.3170514238132528,0.22724141465492634,0.611428270002211,0.17469064620917285,0.16796487063626347,0.2749810884349255,2.926895627891739,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.04620400089962534,0.04620400089962534
1303,vertical_amplitude,4.0,,0.05,huber,0.001,4.526603196808532,2.0,0.16994263832051426,0.2714797428726087,0.2714797428726087,0.18504414892736595,0.7151038085284981,0.13819646730395097,0.020460967938761947,0.033337853570579945,0.37312110127317205,1.0,0.0,0.9689960623482262,0.06181986570965501,1.0,0.08646436279638493,0.08646436279638493,9,0.00036238098678204045,0.00036238098678204045
1303,vertical_amplitude,4.0,,0.05,geometry,0.001,4.526603196808532,2.0,0.16994263832051426,0.32033747994906775,0.32033747994906775,0.22984243996507667,0.6033318829430374,0.17368264896826502,0.1725957135956609,0.28194361030118653,2.9708316111878417,0.9950446142646375,0.05649455892567724,1.0,0.0,0.9935087477325709,1.0,0.9935087477325709,1,0.0495851726934049,0.0495851726934049
